target name	accession	query name	accession2	E-value_full_sequence	score_full_sequence	bias_full_sequence	E-value_best_first_domain	score_best_first_domain	bias_best_first_domain	exp	reg	clu	ov	env	dom	rep	inc	Description_target
GCA_000017945-FLGBHGLA_05260	-	COG2248	-	1.2e-79	264.3	0.0	1.5e-79	264.0	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04100	-	COG2511	-	4.6e-79	263.6	6.5	5.2e-79	263.4	6.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01460	-	COG4586	-	3.5e-79	263.5	0.0	4.5e-79	263.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07770	-	COG0136	-	4.1e-79	263.3	0.0	9e-79	262.2	0.0	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14380	-	COG0171	-	5.2e-79	263.2	0.0	6.3e-79	262.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03750	-	COG1341	-	5.1e-79	262.6	0.4	5.9e-79	262.4	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10180	-	COG2101	-	1.8e-79	262.3	1.3	2e-79	262.1	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11780	-	COG1005	-	6.5e-79	262.3	19.6	8.2e-79	262.0	19.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03100	-	COG0467	-	5.5e-79	262.2	0.3	6.4e-79	262.0	0.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08960	-	COG1078	-	2.8e-78	260.7	0.0	3.4e-78	260.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07530	-	COG4177	-	2.2e-78	260.6	30.5	2.9e-78	260.2	30.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13020	-	COG0039	-	2.2e-78	260.6	6.0	2.8e-78	260.3	6.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13780	-	COG0079	-	3.7e-78	260.4	0.0	4.8e-78	260.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06940	-	COG1251	-	4.9e-78	260.3	8.8	5.7e-78	260.1	8.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03060	-	COG2102	-	1.4e-78	260.2	0.6	2e-78	259.7	0.6	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09380	-	COG0312	-	6e-78	260.1	0.0	7.8e-78	259.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02000	-	COG0077	-	4.5e-78	259.4	0.0	6.2e-78	258.9	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00790	-	COG2219	-	8.9e-78	258.8	0.0	1.1e-77	258.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01200	-	COG1078	-	1.6e-77	258.2	7.2	1.9e-77	258.0	7.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02190	-	COG0169	-	1.3e-77	257.9	0.0	1.5e-77	257.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10510	-	COG0747	-	3.6e-77	257.4	0.0	4.3e-77	257.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12180	-	COG2428	-	1.2e-77	257.2	0.6	1.3e-77	257.1	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13820	-	COG1173	-	2.4e-77	256.8	9.8	2.8e-77	256.6	9.8	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03770	-	COG0154	-	9.7e-77	256.1	0.0	1.2e-76	255.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03850	-	COG0365	-	8.8e-77	256.1	0.0	1.1e-76	255.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01010	-	COG0006	-	3.1e-76	254.1	0.0	4e-76	253.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11660	-	COG4343	-	2.1e-76	254.1	0.8	1.3e-49	166.2	0.0	2.0	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_08810	-	COG1467	-	3.8e-76	253.5	0.0	4.4e-76	253.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01180	-	COG1121	-	2.9e-76	253.3	0.1	3.7e-76	252.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05530	-	COG1500	-	1.9e-76	253.2	13.1	2.1e-76	253.1	13.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13690	-	COG0003	-	5.6e-76	252.9	0.0	6.8e-76	252.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01120	-	COG0123	-	8.5e-76	252.4	0.0	9.9e-76	252.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00900	-	COG0007	-	7e-76	252.2	4.4	8.5e-76	251.9	4.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05160	-	COG0492	-	1.8e-75	251.6	0.0	2.4e-75	251.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11560	-	COG1303	-	6.8e-76	251.0	0.0	8.3e-76	250.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07830	-	COG1577	-	1.9e-75	250.9	4.4	2.1e-75	250.7	4.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07210	-	COG2896	-	2.8e-75	250.6	0.0	3.4e-75	250.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00140	-	COG1275	-	2.8e-75	250.2	27.2	3.1e-75	250.0	27.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03140	-	COG0008	-	1.1e-74	249.4	0.3	1.4e-74	249.1	0.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05330	-	COG1205	-	1.6e-74	248.5	0.0	2.2e-74	248.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09400	-	COG0492	-	1.9e-74	248.3	6.8	2.4e-74	247.9	6.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12370	-	COG0201	-	1.5e-74	248.3	20.2	1.8e-74	248.0	20.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02880	-	COG1750	-	7.1e-74	246.8	2.0	8e-74	246.6	2.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11860	-	COG1650	-	4.5e-74	246.7	0.0	2.2e-73	244.4	0.0	1.7	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_03130	-	COG1571	-	5e-74	246.1	0.0	6.1e-74	245.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02430	-	COG0714	-	6e-74	245.9	0.1	7.5e-74	245.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09040	-	COG2518	-	6.2e-74	245.9	0.4	6.8e-74	245.7	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04040	-	COG4001	-	1.2e-73	245.4	0.0	1e-45	153.2	0.0	2.0	2	0	0	2	2	2	2	-
GCA_000017945-FLGBHGLA_13810	-	COG0601	-	1.2e-73	245.4	24.5	1.7e-73	245.0	24.5	1.2	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02550	-	COG0462	-	1e-73	245.3	0.0	1.3e-73	245.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02350	-	COG1736	-	2.5e-73	244.1	0.1	2.9e-73	243.9	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04870	-	COG0012	-	3.2e-73	243.9	0.0	3.9e-73	243.6	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00700	-	COG2248	-	2.1e-73	243.8	1.3	2.4e-73	243.6	1.3	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03150	-	COG0150	-	4.7e-73	243.1	0.1	5.7e-73	242.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03560	-	COG2820	-	7.5e-73	241.5	0.2	8.3e-73	241.3	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12980	-	COG1013	-	1.5e-72	241.4	0.0	1.8e-72	241.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13420	-	COG0180	-	3.3e-72	240.5	0.0	4.3e-72	240.2	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01890	-	COG1632	-	1.4e-72	240.3	6.0	1.5e-72	240.2	6.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_00180	-	COG1518	-	6.9e-72	239.4	0.0	7.9e-72	239.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01300	-	COG0343	-	1.1e-71	238.9	0.0	1.3e-71	238.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09980	-	COG0529	-	6.6e-72	238.6	0.0	7.6e-72	238.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10270	-	COG1736	-	1.4e-71	238.4	0.0	1.5e-71	238.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04140	-	COG0436	-	4.6e-71	237.3	0.0	5.5e-71	237.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05370	-	COG0624	-	5.5e-71	237.1	0.0	6.3e-71	236.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03190	-	COG0624	-	5.6e-71	237.0	0.0	6.2e-71	236.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00930	-	COG1458	-	2.7e-71	236.3	0.1	3.1e-71	236.1	0.1	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10930	-	COG1948	-	4.8e-71	236.2	0.0	5.4e-71	236.0	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04920	-	COG0343	-	1.6e-70	235.1	0.0	2e-70	234.8	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02080	-	COG0714	-	1.8e-70	234.5	4.6	2.3e-70	234.2	4.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02300	-	COG0167	-	2.4e-70	234.5	5.1	2.7e-70	234.3	5.1	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02040	-	COG0668	-	3.6e-70	233.9	10.8	4.4e-70	233.7	10.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00160	-	COG1287	-	5.7e-70	233.8	44.2	6.6e-70	233.6	44.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04940	-	COG1361	-	5.2e-70	233.6	0.0	8.9e-59	196.6	0.0	3.1	1	1	1	2	2	2	2	-
GCA_000017945-FLGBHGLA_10800	-	COG1590	-	2e-70	233.3	0.0	2.4e-70	233.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06360	-	COG1824	-	1e-69	232.3	36.5	1.2e-69	232.1	36.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04340	-	COG1646	-	6e-70	232.2	0.0	7.7e-70	231.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09070	-	COG0221	-	3.1e-70	232.2	0.5	3.7e-70	231.9	0.5	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01030	-	COG1444	-	1.7e-69	231.8	0.0	2e-69	231.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02920	-	COG1209	-	1.6e-69	231.2	0.0	1.8e-69	231.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00520	-	COG1092	-	3.8e-69	231.0	0.0	4.4e-69	230.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11940	-	COG1208	-	2.6e-69	230.9	0.0	3.1e-69	230.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12460	-	COG0083	-	2e-69	230.9	1.6	2.2e-69	230.7	1.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02140	-	COG0689	-	2e-69	230.5	0.0	2.4e-69	230.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06560	-	COG4262	-	3.8e-69	230.4	0.0	4.5e-69	230.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05090	-	COG0530	-	2.6e-69	230.3	24.8	3.2e-69	230.0	24.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05770	-	COG1058	-	6.3e-69	229.8	0.6	6.8e-69	229.6	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09480	-	COG1756	-	2.6e-69	229.6	0.0	7.2e-68	224.9	0.0	2.0	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06720	-	COG0647	-	4.8e-69	229.5	1.0	5.5e-69	229.3	1.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02970	-	COG0467	-	6.6e-69	229.2	0.2	7.6e-69	229.0	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09560	-	COG1236	-	1.4e-68	228.7	0.0	1.6e-68	228.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09760	-	COG1912	-	1.4e-68	228.4	0.0	1.5e-68	228.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13100	-	COG1136	-	1e-68	228.1	0.0	1.3e-68	227.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06980	-	COG1718	-	1.7e-68	227.7	1.6	2.1e-68	227.3	1.6	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06230	-	COG1709	-	2e-68	227.6	0.2	2.2e-68	227.5	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13790	-	COG1731	-	1.7e-68	226.6	0.0	1.9e-68	226.4	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13960	-	COG0157	-	4.6e-68	226.4	0.0	5.6e-68	226.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12650	-	COG0072	-	8.5e-68	226.3	0.0	1.3e-67	225.7	0.0	1.3	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01320	-	COG0252	-	7.6e-68	226.0	0.0	9.5e-68	225.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04230	-	COG1499	-	1.1e-67	225.5	0.0	1.3e-67	225.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00850	-	COG1095	-	6e-68	225.0	0.9	6.6e-68	224.8	0.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02680	-	COG4805	-	4e-67	224.5	5.0	3.2e-65	218.3	5.0	2.4	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_04620	-	COG2078	-	2.4e-67	224.2	0.0	2.6e-67	224.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03600	-	COG0378	-	1.9e-67	223.9	0.0	2.3e-67	223.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13600	-	COG2517	-	2.6e-67	223.8	0.0	3e-67	223.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14120	-	COG0012	-	4.4e-67	223.7	0.0	5.6e-67	223.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03420	-	COG1515	-	2.2e-67	223.5	0.2	2.7e-67	223.2	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01560	-	COG0311	-	3.3e-67	222.7	0.1	3.6e-67	222.5	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06270	-	COG2078	-	7.3e-67	222.6	0.0	8.7e-67	222.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13970	-	COG1033	-	1.1e-66	222.6	0.0	2.2e-66	221.7	0.0	1.4	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13040	-	COG1092	-	1.7e-66	222.2	0.0	2.1e-66	221.9	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11170	-	COG4555	-	2e-66	221.2	0.0	2.2e-66	221.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01970	-	COG4536	-	4.3e-66	220.4	11.2	4.3e-64	213.8	11.2	2.6	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02640	-	COG0119	-	6.8e-66	220.1	0.0	8.8e-66	219.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08640	-	COG4914	-	2.4e-66	220.1	0.4	2.6e-66	220.0	0.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13910	-	COG0090	-	5.2e-66	219.7	3.5	6.7e-66	219.4	3.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07790	-	COG0040	-	3.9e-66	219.6	0.0	4.5e-66	219.4	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10360	-	COG0468	-	7.6e-66	219.5	0.1	9.4e-66	219.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_05820	-	COG1180	-	6.8e-66	219.1	0.0	8.9e-66	218.7	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11380	-	COG1779	-	3.4e-66	218.9	3.4	3.6e-66	218.8	3.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05310	-	COG0016	-	2.3e-65	218.1	0.0	2.8e-65	217.9	0.0	1.2	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03630	-	COG1355	-	1.9e-65	217.7	0.0	2.3e-65	217.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03860	-	COG1095	-	1.4e-65	217.2	1.3	1.6e-65	217.1	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08730	-	COG1318	-	2.7e-65	216.2	13.2	2.9e-65	216.2	13.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04200	-	COG1093	-	5.5e-65	216.1	12.1	6e-65	216.0	12.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11080	-	COG1013	-	1.8e-64	214.9	0.0	2.2e-64	214.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01610	-	COG1287	-	3.2e-64	214.8	44.1	5e-64	214.2	44.1	1.3	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_02380	-	COG2520	-	2e-64	214.8	1.3	2.3e-64	214.5	1.3	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_06800	-	COG1798	-	3.7e-64	213.7	0.0	4.2e-64	213.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08940	-	COG0603	-	3.6e-64	213.6	0.0	4.5e-64	213.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14200	-	COG4047	-	4.7e-64	213.3	0.0	5.2e-64	213.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11580	-	COG0270	-	4.5e-64	213.1	0.0	5.5e-64	212.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13490	-	COG2404	-	7.2e-64	213.1	0.6	8.2e-64	212.9	0.6	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_01090	-	COG0573	-	5.5e-64	213.0	19.7	6.7e-64	212.8	19.7	1.1	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01170	-	COG2123	-	6e-64	212.5	0.4	1.3e-47	159.0	0.1	2.0	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_00570	-	COG1474	-	1.6e-63	212.3	0.1	1.9e-63	212.0	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12050	-	COG0433	-	1.3e-63	212.3	0.2	1.6e-63	212.1	0.2	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02720	-	COG0269	-	1e-63	212.1	6.8	1.1e-63	212.0	6.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03050	-	COG1573	-	7.2e-64	212.1	0.1	8.5e-64	211.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04290	-	COG2048	-	1.3e-63	212.1	1.8	1.5e-63	212.0	1.8	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09700	-	COG2520	-	1.4e-63	212.0	0.0	1.7e-63	211.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10220	-	COG1088	-	1.8e-63	211.8	0.0	7.1e-63	209.8	0.0	1.7	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12850	-	COG1574	-	4e-63	211.5	0.0	5.1e-63	211.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03080	-	COG0066	-	9.2e-64	211.3	0.0	1e-63	211.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10910	-	COG1491	-	1.6e-63	211.0	0.1	1.8e-63	210.8	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04850	-	COG4662	-	2e-63	210.8	5.5	2.4e-63	210.5	5.5	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_09670	-	COG0495	-	4.2e-63	210.6	0.0	7e-27	90.8	0.0	3.8	3	1	0	3	3	3	3	-
GCA_000008085-CALJACFG_02770	-	COG1955	-	9.5e-63	209.1	16.1	1.2e-62	208.8	16.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07520	-	COG0559	-	1.4e-62	208.9	43.9	6.2e-62	206.9	43.6	1.8	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10670	-	COG1234	-	1.2e-62	208.9	0.0	1.6e-62	208.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01160	-	COG1750	-	3.4e-62	208.2	7.9	4.1e-62	208.0	7.9	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03230	-	COG2520	-	2.2e-62	208.0	0.4	2.7e-62	207.8	0.4	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04370	-	COG0120	-	2.7e-62	206.9	0.2	3e-62	206.8	0.2	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03070	-	COG0144	-	1.1e-61	206.8	0.0	1.2e-61	206.7	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_02470	-	COG0086	-	5.6e-62	206.8	7.6	1e-60	202.6	7.6	1.9	1	1	0	1	1	1	1	-
GCA_000008085-CALJACFG_05380	-	COG0624	-	1.1e-61	206.5	0.0	1.3e-61	206.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_00300	-	COG0118	-	4.9e-62	206.4	0.1	5.4e-62	206.2	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11240	-	COG0648	-	5.6e-62	206.4	0.0	6.6e-62	206.2	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03900	-	COG1890	-	3.9e-62	206.3	2.7	4.5e-62	206.1	2.7	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03870	-	COG1573	-	5.1e-62	206.1	0.0	5.9e-62	205.8	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08140	-	COG1533	-	9.3e-62	205.9	0.0	1.2e-61	205.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_10100	-	COG0638	-	6.6e-62	205.8	3.4	7.8e-62	205.6	3.4	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_14800	-	COG0731	-	1.1e-61	205.7	0.0	1.4e-61	205.3	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_08440	-	COG0116	-	1.8e-61	205.3	0.0	1.8e-37	126.3	0.0	2.0	1	1	1	2	2	2	2	-
GCA_000008085-CALJACFG_02760	-	COG1955	-	1.8e-61	204.9	19.0	2e-61	204.7	19.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07590	-	COG1630	-	2.4e-61	204.8	0.0	2.8e-61	204.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_04240	-	COG1201	-	6e-61	203.9	0.1	7.1e-61	203.6	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_07120	-	COG1402	-	3.6e-61	203.8	0.0	4.4e-61	203.5	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03380	-	COG1590	-	2.8e-61	203.5	0.1	3.2e-61	203.3	0.1	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03490	-	COG3382	-	3.2e-61	203.3	0.0	3.7e-61	203.1	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01210	-	COG0180	-	7.6e-61	203.2	0.0	9.6e-61	202.9	0.0	1.1	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_04580	-	COG0479	-	5.7e-61	203.1	0.7	6.3e-61	203.0	0.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_13180	-	COG2147	-	2.4e-61	203.0	11.4	2.5e-61	203.0	11.4	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_03960	-	COG2147	-	2.9e-61	202.8	11.7	3.1e-61	202.7	11.7	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_11710	-	COG1203	-	1.1e-60	202.8	0.0	1.3e-60	202.6	0.0	1.0	1	0	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_12600	-	COG0038	-	1.2e-60	202.7	21.6	1.5e-60	202.4	21.6	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_05020	-	COG0072	-	1.5e-60	202.4	0.0	2.7e-60	201.5	0.0	1.3	1	1	0	1	1	1	1	-
GCA_000017945-FLGBHGLA_03540	-	COG1926	-	1.8e-60	202.2	4.0	2.2e-60	201.9	4.0	1.0	1	0	0	1	1	1	1	-
GCA_000008085-CALJACFG_01820	-	COG0467	-	1.2e-60	202.1	0.0	1.4e-60	201.9	0.0	1.0	1	0	0	1	1	1	1	-
