accession	TopHit	E_value	PecID	TaxID	TaxString
GCA_000017945-FLGBHGLA_03300	WP_011998360.1_TIGR00266_family_protein_[Ignicoccus_hospitalis]	8.7e-133	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03310	WP_011998361.1_CRISPR-associated_DxTHG_motif_protein_[Ignicoccus_hospitalis]	9.2e-284	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03320	WP_011998362.1_type_III-B_CRISPR_module_RAMP_protein_Cmr4_[Ignicoccus_hospitalis]	4.7e-154	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03330	WP_011998363.1_type_III-B_CRISPR-associated_protein_Cas10/Cmr2_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03340	WP_011998364.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.3e-209	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03350	ABU81513.1_hypothetical_protein_Igni_0330_[Ignicoccus_hospitalis_KIN4/I]	7.8e-73	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03360	WP_052570452.1_CTP_synthase_[Ignicoccus_hospitalis]	9.1e-289	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03370	WP_011998367.1_TIGR04084_family_radical_SAM/SPASM_domain-containing_protein_[Ignicoccus_hospitalis]	4.3e-213	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03380	WP_011998368.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.1e-52	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03390	ABU81517.1_Phosphoribosylaminoimidazole_carboxylase_[Ignicoccus_hospitalis_KIN4/I]	5.8e-68	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03400	WP_011998370.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.2e-104	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03410	WP_011998371.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.8e-94	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03420	WP_011998372.1_endonuclease_V_[Ignicoccus_hospitalis]	3.6e-114	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03430	WP_011998373.1_polyprenyl_synthetase_family_protein_[Ignicoccus_hospitalis]	2.9e-148	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03440	WP_083756864.1_thioredoxin_[Ignicoccus_hospitalis]	7.3e-55	99.1	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03450	WP_011998375.1_radical_SAM_protein_[Ignicoccus_hospitalis]	8.7e-223	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03460	WP_011998376.1_phosphoenolpyruvate_carboxylase_[Ignicoccus_hospitalis]	1.1e-278	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03470	ABU81525.1_pseudouridylate_synthase-like_protein_[Ignicoccus_hospitalis_KIN4/I]	8.1e-246	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03480	WP_011998378.1_inositol_monophosphatase_[Ignicoccus_hospitalis]	3.4e-152	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03490	WP_011998379.1_phosphoenolpyruvate_synthase_[Ignicoccus_hospitalis]	1.6e-117	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03500	ABU81528.1_FAD_dependent_oxidoreductase_[Ignicoccus_hospitalis_KIN4/I]	1.1e-269	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03510	WP_011998381.1_adenylosuccinate_synthetase_[Ignicoccus_hospitalis]	5.2e-187	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03520	ABU81530.1_tyrosyl-tRNA_synthetase_[Ignicoccus_hospitalis_KIN4/I]	1.5e-211	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03530	WP_011998383.1_twin-arginine_translocase_TatA/TatE_family_subunit_[Ignicoccus_hospitalis]	1.2e-34	99.1	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03540	ABU81532.1_phosphoribosyltransferase_[Ignicoccus_hospitalis_KIN4/I]	1.3e-117	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03550	WP_052569898.1_hypothetical_protein_[Ignicoccus_hospitalis]	8.6e-93	99.4	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03560	WP_011998386.1_S-methyl-5'-thioadenosine_phosphorylase_[Ignicoccus_hospitalis]	1.6e-129	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03570	WP_011998387.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.7e-109	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03580	WP_011998388.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.7e-97	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03590	WP_011998389.1_DNA/RNA_nuclease_SfsA_[Ignicoccus_hospitalis]	6.4e-139	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03600	WP_011998390.1_hydrogenase_nickel_incorporation_protein_HypB_[Ignicoccus_hospitalis]	1.5e-115	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03610	-	-	-	-	-
GCA_000017945-FLGBHGLA_03620	WP_011998391.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.2e-100	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03630	WP_011998392.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.5e-30	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03640	WP_011998393.1_YkgJ_family_cysteine_cluster_protein_[Ignicoccus_hospitalis]	5.1e-96	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03650	WP_011998394.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.1e-122	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03660	WP_011998395.1_5-formyltetrahydrofolate_cyclo-ligase_[Ignicoccus_hospitalis]	8.6e-139	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03670	WP_011998396.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.2e-90	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03680	WP_011998397.1_proline--tRNA_ligase_[Ignicoccus_hospitalis]	2.1e-279	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03690	WP_011998398.1_fructose_1,6-bisphosphatase_[Ignicoccus_hospitalis]	2.1e-224	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03700	WP_052569901.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.0e-104	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03710	ABU81548.1_hypothetical_protein_Igni_0365_[Ignicoccus_hospitalis_KIN4/I]	4.0e-116	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03720	ABU81549.1_DNA-directed_RNA_polymerase,_subunit_M_[Ignicoccus_hospitalis_KIN4/I]	3.9e-41	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03730	WP_011998402.1_hypothetical_protein_[Ignicoccus_hospitalis]	5.8e-46	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03740	WP_011998403.1_TIGR04013_family_B12-binding_domain/radical_SAM_domain-containing_protein_[Ignicoccus_hospitalis]	6.1e-246	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03750	WP_011998404.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.2e-216	99.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03760	WP_011998405.1_DUF2341_domain-containing_protein_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03770	WP_011998406.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.2e-102	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03780	ABU81555.1_hypothetical_protein_Igni_0372_[Ignicoccus_hospitalis_KIN4/I]	2.3e-79	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03790	WP_011998408.1_threonylcarbamoyl-AMP_synthase_[Ignicoccus_hospitalis]	2.5e-104	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03800	WP_011998409.1_preprotein_translocase_subunit_TatC_[Ignicoccus_hospitalis]	2.7e-166	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03810	ABU81558.1_protein_of_unknown_function_DUF84_[Ignicoccus_hospitalis_KIN4/I]	4.8e-85	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03820	WP_011998411.1_hydroxymethylglutaryl-CoA_synthase_[Ignicoccus_hospitalis]	7.6e-194	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03830	ABU81560.1_Acetyl-CoA_acetyltransferase-like_protein_[Ignicoccus_hospitalis_KIN4/I]	1.2e-189	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03840	WP_011998413.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.5e-70	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03850	WP_011998414.1_long-chain_fatty_acid--CoA_ligase_[Ignicoccus_hospitalis]	9.9e-269	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03860	WP_011998415.1_hypothetical_protein_[Ignicoccus_hospitalis]	2.9e-58	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03870	WP_011998416.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.8e-122	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03880	ABU81565.1_Protein_of_unknown_function_DUF424_[Ignicoccus_hospitalis_KIN4/I]	2.4e-47	99.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03890	WP_011998418.1_2-hydroxyacid_dehydrogenase_[Ignicoccus_hospitalis]	1.1e-162	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03900	WP_011998419.1_histidinol_dehydrogenase_[Ignicoccus_hospitalis]	2.9e-213	99.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03910	WP_011998420.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.1e-93	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03920	WP_011998421.1_CoA-binding_domain-containing_protein_[Ignicoccus_hospitalis]	2.1e-255	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03930	WP_011998422.1_50S_ribosomal_protein_L13e_[Ignicoccus_hospitalis]	1.6e-35	98.7	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03940	-	-	-	-	-
GCA_000017945-FLGBHGLA_03950	WP_011998423.1_UbiX_family_flavin_prenyltransferase_[Ignicoccus_hospitalis]	9.6e-101	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03960	WP_011998424.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.4e-158	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03970	WP_011998425.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.9e-209	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03980	WP_011998426.1_MFS_transporter_[Ignicoccus_hospitalis]	1.1e-194	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_03990	WP_011998427.1_3-methyl-2-oxobutanoate_hydroxymethyltransferase_[Ignicoccus_hospitalis]	7.9e-143	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04000	WP_011998428.1_RtcB_family_protein_[Ignicoccus_hospitalis]	6.1e-282	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04010	WP_011998429.1_sodium/hydrogen_exchanger_[Ignicoccus_hospitalis]	4.9e-255	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04020	WP_011998430.1_type_1_glutamine_amidotransferase_[Ignicoccus_hospitalis]	1.6e-94	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04030	WP_011998431.1_Ser-tRNA(Thr)_hydrolase_[Ignicoccus_hospitalis]	7.1e-71	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04040	ABU81580.1_Radical_SAM_domain_protein_[Ignicoccus_hospitalis_KIN4/I]	6.1e-232	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04050	WP_011998433.1_imidazolonepropionase_[Ignicoccus_hospitalis]	7.0e-217	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04060	WP_011998434.1_NDP-sugar_synthase_[Ignicoccus_hospitalis]	3.1e-113	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04070	WP_011998435.1_adenylosuccinate_lyase_[Ignicoccus_hospitalis]	2.7e-244	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04080	WP_011998436.1_divalent-cation_tolerance_protein_CutA_[Ignicoccus_hospitalis]	3.1e-50	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04090	WP_011998437.1_Asp-tRNA(Asn)/Glu-tRNA(Gln)_amidotransferase_subunit_GatC_[Ignicoccus_hospitalis]	8.9e-44	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04100	WP_011998438.1_hypothetical_protein_[Ignicoccus_hospitalis]	6.0e-205	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04110	WP_011998439.1_hypothetical_protein_[Ignicoccus_hospitalis]	3.5e-33	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04120	-	-	-	-	-
GCA_000017945-FLGBHGLA_04130	WP_011998440.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.1e-87	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04140	WP_011998441.1_pyridoxal_phosphate-dependent_aminotransferase_[Ignicoccus_hospitalis]	1.3e-207	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04150	WP_011998442.1_glutamate_synthase_[Ignicoccus_hospitalis]	8.9e-167	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04160	WP_011998443.1_4Fe-4S_dicluster_domain-containing_protein_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04170	WP_011998444.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.1e-179	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04180	WP_052569915.1_hypothetical_protein_[Ignicoccus_hospitalis]	1.3e-68	99.3	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04190	WP_011998445.1_MBL_fold_metallo-hydrolase_[Ignicoccus_hospitalis]	2.4e-178	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04200	WP_011998446.1_hypothetical_protein_[Ignicoccus_hospitalis]	4.7e-135	99.6	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04210	ABU81595.1_thiamine_biosynthesis_protein_[Ignicoccus_hospitalis_KIN4/I]	3.6e-97	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04220	WP_011998448.1_hydrogenase_formation_protein_HypD_[Ignicoccus_hospitalis]	8.3e-218	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04230	WP_083756868.1_hypothetical_protein_[Ignicoccus_hospitalis]	6.0e-202	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04240	WP_011998450.1_glucose-6-phosphate_isomerase_[Ignicoccus_hospitalis]	6.1e-125	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04250	A8A9J7.2_RecName:_Full=Digeranylgeranylglyceryl_phosphate_synthase;_Short=DGGGP_synthase;_Short=DGGGPS;_AltName:_Full=(S)-2,3-di-O-geranylgeranylglyceryl_phosphate_synthase;_AltName:_Full=Geranylgeranylglycerol-phosphate_geranylgeranyltransferase	3.2e-148	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04260	ABU81600.1_Alba,_DNA/RNA-binding_protein_[Ignicoccus_hospitalis_KIN4/I]	1.9e-37	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04270	WP_011998453.1_reverse_gyrase_[Ignicoccus_hospitalis]	0.0e+00	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04280	ABU81602.1_hypothetical_protein_Igni_0419_[Ignicoccus_hospitalis_KIN4/I]	7.5e-294	100.0	453591	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04290	WP_011998455.1_succinate_dehydrogenase_subunit_C_[Ignicoccus_hospitalis]	1.8e-150	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
GCA_000017945-FLGBHGLA_04300	WP_011998456.1_3,4-dihydroxy-2-butanone-4-phosphate_synthase_[Ignicoccus_hospitalis]	5.2e-119	100.0	160233	Archaea,Crenarchaeota,Thermoprotei,Desulfurococcales,Desulfurococcaceae,Ignicoccus,Ignicoccus_hospitalis
